銘柄名,銘柄コード,市場,弁済期限(いちにち),弁済期限(14日),弁済期限(無期限),売建可能数量[株],優待権利付き最終日,株主優待,特別空売り料[円],現在値[円],前日比[円],当日株価変動率[％],日中出来高増減率[％],ティック数,出来高[株],直近高値騰落率[％],貸借区分,逆日歩[円]
"エムアップ","3661","東証","○","-","-","2,500","09/25","有","9.40","2,586","30","0.62 %","-","2,590","638,300","-2.59 %","貸借","0.10"
"エイチーム","3662","東証","○","-","-","5,800","-","無","0.00","1,178","1","0.08 %","-","1,709","433,400","-3.83 %","貸借","0.00"
"アートスパークＨＤ","3663","東証","○","-","-","2,800","-","無","1.60","739","16","2.63 %","-","497","113,900","-3.52 %","信用","0.00"
"モブキャストＨＬＤＧＳ","3664","東証","○","-","-","1,000","-","無","2.20","252","1","0.39 %","-","123","61,200","-1.56 %","貸借","0.00"
"エニグモ","3665","東証","○","-","-","4,000","-","無","8.90","2,513","-44","-1.48 %","-","1,378","294,500","-2.74 %","貸借","0.00"
"テクノスジャパン","3666","東証","○","-","-","700","-","無","1.60","566","7","-0.52 %","-","104","33,100","-2.74 %","信用","0.00"
"ｅｎｉｓｈ","3667","東証","○","-","-","3,800","-","無","5.30","530","-16","-2.57 %","-","535","377,700","-5.01 %","貸借","0.00"
"コロプラ","3668","東証","○","-","-","28,700","-","無","0.00","661","-1","-0.89 %","-","2,085","1,925,400","-7.42 %","貸借","0.00"
"協立情報通信","3670","東証","○","-","-","0","02/25","有","1.20","1,900","-5","1.06 %","-","5","500","-0.36 %","信用","0.00"
"ソフトマックス","3671","東証","○","-","-","0","-","無","3.20","3,360","-100","-1.89 %","-","113","17,400","-8.81 %","信用","0.00"
"オルトプラス","3672","東証","○","-","-","1,100","-","無","1.40","232","1","-1.69 %","-","98","38,600","-2.52 %","信用","0.00"
"ブロードリーフ","3673","東証","○","-","○","46,100","12/25","有","0.00","542","-5","-1.81 %","-","482","274,900","-1.81 %","貸借","0.00"
"オークファン","3674","東証","○","-","-","700","09/25","有","0.00","858","-22","-2.50 %","-","198","54,600","-5.50 %","貸借","0.00"
"クロス・マーケティングＧ","3675","東証","○","-","-","500","-","無","0.00","359","2","0.27 %","-","74","46,600","-0.82 %","貸借","0.00"
"デジタルハーツＨＬＤＧＳ","3676","東証","○","-","-","700","-","無","0.00","1,076","17","1.12 %","-","254","69,700","-0.64 %","貸借","0.00"
"システム情報","3677","東証","○","-","-","4,600","09/25","有","0.00","913","-23","-2.97 %","-","1,311","460,400","-5.38 %","貸借","0.00"
"メディアドゥＨＬＤＧＳ","3678","東証","○","-","-","800","-","無","0.00","3,040","-35","-1.77 %","-","202","36,400","-6.17 %","貸借","0.00"
"じげん","3679","東証","○","-","-","5,800","-","無","0.00","777","6","-0.25 %","-","932","498,700","-2.99 %","貸借","0.00"
"ホットリンク","3680","東証","○","-","-","1,900","-","無","0.00","334","-3","-0.59 %","-","252","113,300","-3.18 %","貸借","0.00"
"ブイキューブ","3681","東証","○","-","-","1,500","-","無","0.00","590","0","-0.16 %","-","270","85,300","-3.43 %","貸借","0.05"
"エンカレッジ・テクノロジ","3682","東証","○","-","-","400","-","無","2.10","832","-8","-0.59 %","-","97","20,500","-2.69 %","信用","0.00"
"サイバーリンクス","3683","東証","○","-","-","100","12/25","有","0.00","1,139","-61","-3.39 %","-","47","8,300","-5.08 %","貸借","0.00"
"ディー・エル・イー","3686","東証","○","-","-","4,300","-","無","1.70","200","8","3.09 %","-","1,371","1,382,200","-8.25 %","貸借","0.00"
"フィックスターズ","3687","東証","○","-","-","9,700","-","無","2.60","1,970","0","1.96 %","-","1,472","423,500","-5.28 %","信用","0.00"
"ＣＡＲＴＡＨＯＬＤＩＮＧＳ","3688","東証","-","○","-","0","12/25","有","0.00","1,355","6","-0.07 %","-","708","211,500","-4.44 %","貸借","0.00"
"イグニス","3689","東証","○","-","-","0","-","無","1.60","1,018","-4","-0.58 %","-","104","19,300","-3.23 %","信用","0.00"
"ロックオン","3690","東証","○","-","-","300","-","無","6.40","1,729","-32","0.11 %","-","156","25,300","-6.03 %","貸借","0.05"
"リアルワールド","3691","東証","○","-","-","100","-","無","3.70","718","-17","-1.64 %","-","11","1,800","-2.31 %","信用","0.00"
"ＦＦＲＩ","3692","東証","○","-","-","3,000","-","無","47.40","4,740","45","-0.21 %","-","1,434","294,100","-2.96 %","貸借","0.15"
"オプティム","3694","東証","○","-","-","1,900","-","無","11.10","3,525","-105","-3.15 %","-","604","118,800","-3.68 %","貸借","0.10"
"ＧＭＯリサーチ","3695","東証","○","-","-","100","-","無","4.40","1,829","-19","-1.29 %","-","23","4,000","-1.66 %","信用","0.00"
"セレス","3696","東証","○","-","-","1,300","-","無","2.60","2,030","-7","-1.45 %","-","1,182","227,500","-4.10 %","信用","0.00"
"ＳＨＩＦＴ","3697","東証","○","-","-","1,700","-","無","23.50","5,730","-240","-3.20 %","-","859","165,200","-6.98 %","貸借","0.00"
"ＣＲＩ・ミドルウェア","3698","東証","○","-","-","500","-","無","0.00","2,174","-26","-2.29 %","-","300","51,700","-4.52 %","貸借","0.00"
"特種東海製紙","3708","東証","-","-","○","13,400","09/25","有","0.00","3,740","5","-0.92 %","-","25","4,200","-2.60 %","貸借","0.05"
"ジョルダン","3710","東証","○","-","-","2,100","09/25","有","0.00","1,560","-126","-6.69 %","-","688","129,600","-10.29 %","貸借","0.00"
"創通","3711","東証","○","-","-","400","08/27","有","0.00","1,957","-8","-0.20 %","-","8","900","-0.71 %","貸借","0.00"
"情報企画","3712","東証","○","-","-","100","09/25","有","0.00","2,011","-1","-0.04 %","-","6","1,700","-0.44 %","貸借","0.00"
"ジェクシード","3719","東証","○","-","-","3,200","-","無","0.70","117","0","-0.84 %","-","68","156,000","-4.09 %","信用","0.00"
"日本ファルコム","3723","東証","○","-","-","700","-","無","3.10","1,336","-18","-1.62 %","-","86","13,200","-2.05 %","信用","0.00"
"フォーシーズホールディング","3726","東証","○","-","-","200","09/25","有","0.50","522","11","0.19 %","-","45","7,500","-1.69 %","信用","0.00"
"アプリックス","3727","東証","○","-","-","1,000","12/25","有","1.30","184","0","1.09 %","-","57","23,000","-2.12 %","信用","0.00"
"ソフトウェア・サービス","3733","東証","○","-","-","1,300","-","無","0.00","10,410","-10","0.00 %","-","15","1,700","-0.38 %","貸借","0.00"
"ティーガイア","3738","東証","-","-","○","23,000","09/25","有","0.00","1,975","27","1.02 %","-","1,171","187,800","-0.80 %","貸借","0.00"
"セック","3741","東証","○","-","-","200","-","無","0.00","3,310","-65","-0.74 %","-","51","9,200","-4.61 %","貸借","0.00"
"サイオス","3744","東証","○","-","-","900","-","無","0.00","462","-7","1.53 %","-","72","23,000","-10.29 %","貸借","0.00"
"インタートレード","3747","東証","○","-","-","0","09/25","有","1.60","217","0","-1.36 %","-","14","2,400","-2.25 %","貸借","0.00"
"ＦＲＡＣＴＡＬＥ","3750","東証","○","-","-","0","-","無","0.70","511","-18","-1.91 %","-","166","36,600","-6.58 %","信用","0.00"
"日本アジアグループ","3751","東証","○","-","-","400","09/25","有","0.00","341","-5","-1.72 %","-","72","30,700","-3.12 %","貸借","0.00"
"フライトホールディングス","3753","東証","○","-","-","5,000","-","無","4.10","845","13","-1.62 %","-","751","283,600","-2.87 %","信用","0.00"
"豆蔵ホールディングス","3756","東証","○","-","-","3,100","-","無","0.70","1,290","-23","-1.67 %","-","424","93,700","-6.31 %","信用","0.00"
"アエリア","3758","東証","○","-","-","6,800","12/25","有","5.60","810","-19","-1.57 %","-","855","410,100","-6.89 %","貸借","0.00"
"ケイブ","3760","東証","○","-","-","800","-","無","2.80","770","1","-0.64 %","-","83","18,800","-6.55 %","信用","0.00"
"テクマトリックス","3762","東証","○","-","-","1,400","09/25","有","0.00","2,069","17","1.02 %","-","695","120,300","-1.85 %","貸借","0.00"
"プロシップ","3763","東証","○","-","-","300","09/25","有","1.40","1,159","2","-0.08 %","-","63","12,100","-0.68 %","信用","0.00"
"システムズ・デザイン","3766","東証","○","-","-","100","-","無","1.70","626","-2","-0.31 %","-","30","4,600","-1.26 %","信用","0.00"
"リスクモンスター","3768","東証","○","-","-","0","09/25","有","0.00","1,209","9","-1.22 %","-","16","4,500","-1.22 %","貸借","0.00"
"ＧＭＯペイメントゲートウェイ","3769","東証","○","-","-","4,600","-","無","0.00","7,280","50","-0.27 %","-","1,299","350,900","-1.22 %","貸借","0.00"
"ザッパラス","3770","東証","○","-","-","100","-","無","0.10","365","2","0.00 %","-","22","6,600","-2.40 %","信用","0.00"
"システムリサーチ","3771","東証","○","-","-","500","09/25","有","0.00","3,660","170","4.12 %","-","313","49,500","-1.08 %","貸借","0.00"
"ウェルス・マネジメント","3772","東証","○","-","-","2,000","-","無","5.20","2,421","16","0.66 %","-","196","33,300","-3.16 %","信用","0.00"
"アドバンスト・メディア","3773","東証","○","-","-","1,700","-","無","3.30","1,284","8","0.39 %","-","356","85,200","-2.43 %","信用","0.00"
"インターネットイニシアティブ","3774","東証","○","-","○","5,100","-","無","0.00","2,045","-11","-1.77 %","-","716","147,000","-2.61 %","貸借","0.00"
"ブロードバンドタワー","3776","東証","○","-","-","12,200","-","無","1.60","243","2","-1.21 %","-","2,788","5,016,400","-8.98 %","信用","0.00"
"ＦＨＴホールディングス","3777","東証","○","-","-","3,600","-","無","0.40","44","-2","-4.34 %","-","26","102,900","-4.34 %","信用","0.00"
"さくらインターネット","3778","東証","○","-","-","1,000","09/25","有","0.00","504","-15","-1.17 %","-","212","93,900","-4.90 %","貸借","0.00"
"ジェイ・エスコムＨＬＤＧＳ","3779","東証","○","-","-","3,200","-","無","0.70","207","-8","-1.89 %","-","848","830,800","-15.85 %","信用","0.00"
"ディー・ディー・エス","3782","東証","○","-","-","2,700","-","無","3.30","339","6","1.19 %","-","141","103,200","-3.41 %","信用","0.00"
"ヴィンクス","3784","東証","○","-","-","1,100","-","無","4.60","1,195","35","1.96 %","-","420","64,600","-2.28 %","信用","0.00"
"テクノマセマティカル","3787","東証","○","-","-","100","-","無","2.60","1,135","0","-0.43 %","-","4","600","-1.04 %","信用","0.00"
"ＧＭＯクラウド","3788","東証","-","○","-","0","09/25","有","0.00","3,005","-65","-1.95 %","-","264","69,200","-3.06 %","貸借","0.00"
"ＩＧポート","3791","東証","○","-","-","100","-","無","6.60","1,553","-76","-2.26 %","-","47","7,300","-7.61 %","貸借","0.00"
"ドリコム","3793","東証","○","-","-","1,300","-","無","4.90","496","-11","-1.97 %","-","132","57,600","-3.31 %","信用","0.00"
"いい生活","3796","東証","○","-","-","200","-","無","0.00","368","0","0.27 %","-","38","21,000","-0.27 %","貸借","0.00"
"ＵＬＳグループ","3798","東証","○","-","-","200","-","無","3.50","2,203","3","0.63 %","-","37","5,400","-0.85 %","信用","0.00"
"キーウェアソリューションズ","3799","東証","○","-","-","1,700","-","無","1.50","546","5","-0.90 %","-","271","82,500","-2.84 %","信用","0.00"
"ユニリタ","3800","東証","○","-","-","100","03/26","有","3.60","1,685","40","2.18 %","-","34","4,200","0.00 %","信用","0.00"
"イメージ情報開発","3803","東証","○","-","-","0","-","無","2.10","662","-5","-2.21 %","-","45","9,700","-5.02 %","信用","0.00"
"システムディ","3804","東証","○","-","-","700","-","無","2.00","709","-7","-0.83 %","-","69","15,400","-2.07 %","信用","0.00"
"フィスコ","3807","東証","○","-","-","3,800","12/25","有","1.60","193","2","-1.53 %","-","160","457,100","-3.50 %","貸借","0.00"
"サイバーステップ","3810","東証","○","-","-","1,500","11/26","有","0.80","860","-5","-0.80 %","-","154","39,500","-4.65 %","信用","0.00"
"アルファクス・フード・システム","3814","東証","○","-","-","100","09/25","有","2.80","1,151","-24","-2.20 %","-","89","14,400","-5.11 %","信用","0.00"
"メディア工房","3815","東証","○","-","-","100","-","無","1.60","342","0","0.00 %","-","10","2,900","-2.00 %","信用","0.00"
"大和コンピューター","3816","東証","○","-","-","200","-","無","2.20","1,342","-45","-3.24 %","-","51","6,900","-4.75 %","信用","0.00"
"ＳＲＡホールディングス","3817","東証","○","-","○","3,600","-","無","0.40","2,697","52","1.23 %","-","217","44,000","-1.38 %","信用","0.00"
"ＭＩＮＯＲＩソリューションズ","3822","東証","○","-","-","300","09/25","有","0.00","1,902","8","-3.64 %","-","83","26,700","-3.64 %","貸借","0.00"
"アクロディア","3823","東証","○","-","-","19,000","-","無","1.80","314","3","0.96 %","-","813","801,700","-11.79 %","信用","0.00"
"リミックスポイント","3825","東証","○","-","-","36,600","-","無","1.60","394","1","-3.19 %","-","3,059","3,584,400","-5.28 %","信用","0.00"
"システムインテグレータ","3826","東証","○","-","-","800","08/27","有","0.00","665","-23","-2.63 %","-","228","78,400","-6.33 %","貸借","0.00"
"朝日ネット","3834","東証","-","-","○","5,300","-","無","0.00","706","6","0.85 %","-","340","104,900","-1.67 %","貸借","0.00"
"ｅＢＡＳＥ","3835","東証","○","-","-","1,200","09/25","有","1.50","1,079","-22","-1.99 %","-","173","28,600","-6.66 %","信用","0.00"
"アバント","3836","東証","○","-","-","0","-","無","0.00","2,138","65","3.13 %","-","412","66,600","-1.88 %","貸借","0.05"
"アドソル日進","3837","東証","○","-","-","100","09/25","有","0.00","1,562","7","0.06 %","-","117","19,300","-1.32 %","貸借","0.00"
"ＯＤＫソリューションズ","3839","東証","○","-","-","100","-","無","0.00","476","4","0.21 %","-","31","5,300","-0.20 %","貸借","0.00"
"パス","3840","東証","○","-","-","2,900","-","無","1.00","119","-3","-2.45 %","-","106","142,900","-7.03 %","信用","0.00"
"ジーダット","3841","東証","○","-","-","0","-","無","1.90","0","0","-","-","0","0","-","信用","0.00"
"ネクストジェン","3842","東証","○","-","-","400","-","無","3.50","1,770","-25","-1.39 %","-","115","17,400","-4.06 %","信用","0.00"
"フリービット","3843","東証","○","-","-","4,200","04/24","有","0.00","1,295","-24","-2.99 %","-","1,252","372,800","-5.12 %","貸借","0.00"
"コムチュア","3844","東証","○","-","-","0","09/25","有","0.00","4,160","65","1.46 %","-","390","69,300","-1.18 %","貸借","0.00"
"アイフリークモバイル","3845","東証","○","-","-","7,000","-","無","1.30","185","15","7.55 %","-","1,790","1,986,800","-7.96 %","信用","0.00"
"データ・アプリケーション","3848","東証","○","-","-","100","-","無","1.70","1,845","1","-2.07 %","-","26","5,700","-2.07 %","信用","0.00"
"ＮＴＴデータイントラマート","3850","東証","○","-","-","600","-","無","3.50","2,809","27","0.64 %","-","193","28,400","-3.00 %","信用","0.00"
"日本一ソフトウェア","3851","東証","○","-","-","700","-","無","0.00","1,125","6","0.53 %","-","183","45,900","-2.08 %","貸借","0.00"
"サイバーコム","3852","東証","○","-","-","600","-","無","7.00","1,980","-15","-0.25 %","-","107","20,900","-1.54 %","信用","0.00"
"アステリア","3853","東証","○","-","-","1,400","-","無","7.00","1,051","-2","0.09 %","-","271","86,500","-2.50 %","貸借","0.00"
"アイル","3854","東証","○","-","-","3,600","-","無","3.50","1,422","-61","-1.31 %","-","775","241,000","-8.84 %","信用","0.00"
"Ａｂａｌａｎｃｅ","3856","東証","○","-","-","0","-","無","2.50","540","-1","-0.18 %","-","13","2,900","-1.99 %","信用","0.00"
"ラック","3857","東証","○","-","-","1,900","-","無","0.00","1,747","-7","-0.22 %","-","846","185,200","-6.12 %","貸借","0.00"
